iter	Logloss
156	0.3064023684
157	0.3061557376
158	0.3060957079
159	0.3060293902
160	0.3058669804
161	0.3058651776
162	0.3057026374
163	0.3055265919
164	0.3054379232
165	0.3054379203
166	0.3053972578
167	0.3053957781
168	0.3052855802
169	0.3051084118
170	0.3050810289
171	0.3049050798
172	0.3048649903
173	0.3047801088
174	0.3046230498
175	0.3045126799
176	0.3043651458
177	0.3043650735
178	0.3041040406
179	0.3039798309
180	0.3038588955
181	0.3037646967
182	0.3036423755
183	0.3035685945
184	0.3035155821
185	0.3033531618
186	0.3033284649
187	0.3032833137
188	0.3032817531
189	0.3031421367
190	0.3031382108
191	0.3031056614
192	0.3030858834
193	0.3030688147
194	0.3030584962
195	0.3029078129
196	0.3028821411
197	0.3028206726
198	0.3025455478
199	0.3024440762
200	0.3023148241
201	0.3022011823
202	0.3022010583
203	0.3021528159
204	0.3020088742
205	0.3019385764
206	0.3017773856
207	0.301560421
208	0.3014046966
209	0.3011424928
210	0.3010279827
211	0.3009544357
212	0.3007725188
213	0.3005945546
214	0.3004837539
215	0.3004607796
216	0.3003736729
217	0.3002810646
218	0.3000893528
219	0.3000768323
220	0.29984899
221	0.2997160159
222	0.2996820999
223	0.2995045731
224	0.2993943332
225	0.2992349997
226	0.2991121579
227	0.2990346427
228	0.2989438199
229	0.2987547536
230	0.2986108695
231	0.2984652836
232	0.2983801132
233	0.2982334114
234	0.2980645218
235	0.2979938444
236	0.2978406344
237	0.2977800697
238	0.2976341043
239	0.2975792211
240	0.2973842768
241	0.2972688135
242	0.2971735783
243	0.2970202901
244	0.2968708111
245	0.2967410604
246	0.2966924856
247	0.2964842833
248	0.2963855615
249	0.2962380913
250	0.2961433406
251	0.296003634
252	0.2959435169
253	0.2958079444
254	0.2956131761
255	0.2954580207
256	0.2954058159
257	0.2952893004
258	0.2951786495
259	0.2951093826
260	0.2950521317
261	0.2949579408
262	0.2948694376
263	0.2947752075
264	0.294718888
265	0.2944907457
266	0.2944009038
267	0.2942773638
268	0.2941883109
269	0.2941021531
270	0.2940256159
271	0.2939566938
272	0.293815017
273	0.2936425708
274	0.2935139053
275	0.2933678399
276	0.2932742294
277	0.2931767078
278	0.2930863222
279	0.2929563325
280	0.292791447
281	0.2926213313
282	0.2925069262
283	0.2924375869
284	0.292269724
285	0.2921900546
286	0.2921159881
287	0.292007618
288	0.2919321545
289	0.2918113841
290	0.291726773
291	0.2916378335
292	0.2914771342
293	0.2913593688
294	0.2912677071
295	0.2911318298
296	0.2910058114
297	0.2909372018
298	0.2908139374
299	0.2906748907
300	0.2905696466
301	0.2905144666
302	0.2903672798
303	0.2901906229
304	0.2900401518
305	0.2899067518
306	0.2897685671
307	0.2896641027
308	0.2895436897
309	0.2894120208
310	0.2893329923
311	0.2891730584
312	0.2890365281
313	0.2889103801
314	0.2888488728
315	0.2886727009
316	0.2885834395
317	0.2884997561
318	0.2884055213
319	0.2882663923
320	0.2881580323
321	0.2879561868
322	0.2878092189
323	0.2877702074
324	0.2875895596
325	0.2875351517
326	0.2874744706
327	0.2873135016
328	0.2872172886
329	0.2870870991
330	0.2870155915
331	0.2869646421
332	0.2869366797
333	0.2867331348
334	0.2866272631
335	0.2865269202
336	0.2864005944
337	0.2863547669
338	0.2862285833
339	0.2860659755
340	0.2859969727
341	0.285780221
342	0.2856637559
343	0.2855469903
344	0.2853916139
345	0.2853043774
346	0.2852264822
347	0.2851574508
348	0.2851125225
349	0.2850570557
350	0.2848227916
351	0.2847387396
352	0.2845977619
353	0.2844831459
354	0.2844352418
355	0.2843017076
356	0.2841784884
357	0.2841100389
358	0.2840289462
359	0.2840129691
360	0.2839155549
361	0.2838340976
362	0.2837571883
363	0.2836956178
364	0.2835445183
365	0.2834201024
366	0.2833067464
367	0.2831835023
368	0.2831616378
369	0.2830509181
370	0.2829840978
371	0.2829323856
372	0.2828280086
373	0.282756189
374	0.2826647085
375	0.28242321
376	0.2822610049
377	0.2821766715
378	0.2821281092
379	0.281998865
380	0.2819210228
381	0.2818338169
382	0.2817300771
383	0.2815701702
384	0.2815143812
385	0.2814701949
386	0.2813918963
387	0.2812331062
388	0.2811148971
389	0.2810462624
390	0.281023006
391	0.2808425226
392	0.2807004278
393	0.2806071886
394	0.2804918993
395	0.2802826109
396	0.2802238168
397	0.2801317381
398	0.2800489332
399	0.2799682081
400	0.2799097328
401	0.2798604392
402	0.2797891109
403	0.2796803361
404	0.2795247734
405	0.2793856139
406	0.279271581
407	0.279221312
408	0.2791675392
409	0.2790118294
410	0.2788800932
411	0.2787092146
412	0.2786410668
413	0.2785692672
414	0.2784493967
415	0.2782922759
416	0.2781512164
417	0.2780770865
418	0.2780425637
419	0.277927601
420	0.2778328439
421	0.2778091263
422	0.277763852
423	0.2777416685
424	0.2776122918
425	0.2775394012
426	0.2773594269
427	0.2772458161
428	0.2771520679
429	0.2770139866
430	0.276926382
431	0.2767670909
432	0.2766143837
433	0.2764654255
434	0.2764227289
435	0.2763565706
436	0.2762210826
437	0.276157652
438	0.2760231482
439	0.2759599135
440	0.2758455489
441	0.2757698232
442	0.2756308377
443	0.2755051686
444	0.275388127
445	0.2753287412
446	0.2752957233
447	0.2752000304
448	0.2750628644
449	0.2750242675
450	0.274984209
451	0.274950803
452	0.2748093327
453	0.2747731556
454	0.2746234182
455	0.2745264446
456	0.2744508242
457	0.274450142
458	0.2743155163
459	0.2742368293
460	0.2741236631
461	0.2740653497
462	0.2740021375
463	0.273899449
464	0.2738179794
465	0.2737680521
466	0.2735785445
467	0.273478512
468	0.2734161585
469	0.2733747581
470	0.2732566913
471	0.2732082659
472	0.2731399678
473	0.272966694
474	0.2729051924
475	0.2728883156
476	0.2728539472
477	0.2727021835
478	0.2726532458
479	0.2725941262
480	0.2725130915
481	0.2724950501
482	0.2723976254
483	0.2723051681
484	0.2722451134
485	0.2722138926
486	0.2720512641
487	0.2719432181
488	0.2718491323
489	0.2718136326
490	0.2717044912
491	0.27160658
492	0.2714942383
493	0.2714438682
494	0.27137551
495	0.271305864
496	0.2711928849
497	0.271072307
498	0.2709980784
499	0.2708881616
500	0.2708204772
501	0.2707671227
502	0.2707526633
503	0.2707031628
504	0.2705377424
505	0.2705342571
506	0.270488988
507	0.2703286628
508	0.2702469987
509	0.2701665759
510	0.2700423483
511	0.2699818389
512	0.2699399609
513	0.269825806
514	0.2697443424
515	0.2696161173
516	0.2696099492
517	0.2695933696
518	0.2694876584
519	0.269397299
520	0.2693236228
521	0.2692164065
522	0.2690887845
523	0.2690109492
524	0.2689074692
525	0.2688174917
526	0.2687400642
527	0.2687086111
528	0.2686204475
529	0.2685136458
530	0.2684686306
531	0.2683157379
532	0.2682106935
533	0.2681380576
534	0.2680263759
535	0.2679734393
536	0.2678254689
537	0.2677778015
538	0.2676829797
539	0.2674772109
540	0.267298332
541	0.2672849138
542	0.267097014
543	0.2669625799
544	0.2668627987
545	0.2667120463
546	0.2666788797
547	0.2665596165
548	0.2663975835
549	0.2662665302
550	0.2662378941
551	0.2661192232
552	0.2660517804
553	0.2659988877
554	0.2658848555
555	0.2658230391
556	0.2656549452
557	0.2655176854
558	0.2654596529
559	0.2653990403
560	0.2653516676
561	0.2652232391
562	0.2651172963
563	0.2649381356
564	0.2648463856
565	0.2647657488
566	0.2647035573
567	0.2646473752
568	0.2645816842
569	0.2645196643
570	0.2644143914
571	0.2643635318
572	0.2642408477
573	0.264228856
574	0.2641178066
575	0.2640124049
576	0.2639778478
577	0.2639518947
578	0.2638674022
579	0.263802978
580	0.2636956214
581	0.2635944879
582	0.2634776213
583	0.2633641686
584	0.2632900752
585	0.2632114274
586	0.2631079142
587	0.263103136
588	0.2630491992
589	0.2629346949
590	0.262903981
591	0.2628362979
592	0.2628262158
593	0.2627353443
594	0.2626467909
595	0.2625801201
596	0.2625219204
597	0.2624178935
598	0.2624012742
599	0.2622456428
600	0.2621772126
601	0.2621587281
602	0.2620633868
603	0.2619692982
604	0.26192208
605	0.2618485619
606	0.2617975845
607	0.2617032614
608	0.2616003232
609	0.2615478872
610	0.2614864575
611	0.2613561631
612	0.2612335458
613	0.2611565496
614	0.2611146069
615	0.2610243312
616	0.2609358552
617	0.2608938345
618	0.2608203451
619	0.2606978577
620	0.2606077311
621	0.2606057319
622	0.2605671163
623	0.2604599859
624	0.26041959
625	0.2602851851
626	0.2602620007
627	0.2601518143
628	0.2600593049
629	0.260004288
630	0.2600015031
631	0.2599335758
632	0.2598238838
633	0.2597180302
634	0.2596278429
635	0.259539561
636	0.2594207558
637	0.259342589
638	0.2592761349
639	0.2591934921
640	0.2591329476
641	0.2590637133
642	0.2589779293
643	0.2589328185
644	0.2589235103
645	0.2588655305
646	0.2587554579
647	0.2587079287
648	0.2586377098
649	0.2585711272
650	0.2584268974
651	0.2583362709
652	0.2582511106
653	0.2581254912
654	0.2581208275
655	0.2580554877
656	0.2579907154
657	0.2579641273
658	0.2578874849
659	0.2578342905
660	0.2577787918
661	0.2576665932
662	0.2575512078
663	0.2574132597
664	0.2573471324
665	0.2572566765
666	0.2571758515
667	0.2570624159
668	0.2570138237
669	0.2569772289
670	0.2569100454
671	0.2568041102
672	0.2567123872
673	0.2566393189
674	0.2565963441
675	0.2565467595
676	0.2565246843
677	0.2564303676
678	0.2563248252
679	0.2562495286
680	0.2561115828
681	0.2560332664
682	0.2559420507
683	0.2558124415
684	0.2557288073
685	0.255646309
686	0.2555630817
687	0.2554790227
688	0.2553818438
689	0.2553420869
690	0.2552977852
691	0.2552435483
692	0.2552208167
693	0.255124823
694	0.2550554447
695	0.2550433669
696	0.2549676269
697	0.2548784381
698	0.2548009308
699	0.2547551438
